CustomerID,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,R_quartile,F_quartile,M_quartile,RFM_Score,Segment,ARPU,TenureDays,TransPerDay,EstAnnualFreq,CLV_Annual
12346,326,1,77183.6,0.963816547591611,0.3440884996542982,0.9976953215026504,1,2,4,7,Others,77183.6,1,1.0,365.0,28172014.000000004
12347,2,7,4310.0,0.0414842129522931,0.8713989398478912,0.9225628024890528,4,4,4,12,Champions,615.7142857142857,366,0.01912568306010929,6.980874316939891,4298.224043715847
12348,75,4,1797.24,0.6218022585849274,0.7430283475455174,0.7681493431666283,2,3,4,9,Loyal,449.31,283,0.014134275618374558,5.159010600706714,2317.9950530035335
12349,19,1,1757.55,0.2740262733348698,0.3440884996542982,0.7616962433740493,3,2,4,9,Others,1757.55,1,1.0,365.0,641505.75
12350,310,1,334.4,0.9476837981101636,0.3440884996542982,0.2832449873242683,1,2,2,5,Others,334.4,1,1.0,365.0,122055.99999999999
12352,36,8,2506.04,0.42406084351233,0.8939847891219175,0.8382115694860567,3,4,4,11,Loyal,313.255,261,0.03065134099616858,11.187739463601533,3504.615325670498
12353,204,1,89.0,0.8326803410924176,0.3440884996542982,0.0267342705692555,1,2,1,4,Others,89.0,1,1.0,365.0,32485.0
12354,232,1,1079.4,0.8619497580087577,0.3440884996542982,0.6404701544134593,1,2,3,6,Others,1079.4,1,1.0,365.0,393981.00000000006
12355,214,1,459.4,0.8455865406775754,0.3440884996542982,0.3823461627103019,1,2,2,5,Others,459.4,1,1.0,365.0,167681.0
12356,23,3,2811.43,0.314819082737958,0.6536068218483522,0.8614888223092878,3,3,4,10,Loyal,937.1433333333333,303,0.009900990099009901,3.613861386138614,3386.7061056105613
12357,33,1,6207.67,0.4086194975800876,0.3440884996542982,0.9534454943535376,3,2,4,9,Others,6207.67,1,1.0,365.0,2265799.55
12358,2,2,1168.06,0.0414842129522931,0.5365291541829915,0.6616731965890759,4,3,3,10,Loyal,584.03,150,0.013333333333333334,4.866666666666667,2842.2793333333334
12359,58,4,6372.58,0.5383728969808712,0.7430283475455174,0.9550587693016824,2,3,4,9,Loyal,1593.145,275,0.014545454545454545,5.3090909090909095,8458.151636363636
12360,52,3,2662.06,0.5120995621110855,0.6536068218483522,0.8515787047706845,2,3,4,9,Loyal,887.3533333333334,149,0.020134228187919462,7.348993288590604,6521.153691275168
12361,287,1,189.9,0.9278635630329568,0.3440884996542982,0.1380502419912422,1,2,1,4,Others,189.9,1,1.0,365.0,69313.5
12362,3,10,5226.23,0.0619958515787047,0.9221018667895828,0.9412306983175848,4,4,4,12,Champions,522.6229999999999,293,0.034129692832764506,12.457337883959045,6510.491296928328
12363,110,2,552.0,0.7038488130905739,0.5365291541829915,0.4335100253514635,2,3,2,7,Others,276.0,133,0.015037593984962405,5.488721804511278,1514.8872180451128
12364,8,4,1313.1,0.1343627563954828,0.7430283475455174,0.690481677805946,4,3,3,10,Loyal,328.275,105,0.0380952380952381,13.904761904761907,4564.585714285715
12365,291,2,641.38,0.932933855727126,0.5365291541829915,0.4828301451947453,1,3,2,6,Others,320.69,1,2.0,730.0,234103.7
12367,4,1,168.9,0.0875777828992855,0.3440884996542982,0.1161557962664208,4,2,1,7,Others,168.9,1,1.0,365.0,61648.5
12370,51,4,3545.69,0.5044941230698318,0.7430283475455174,0.8949066605208573,2,3,4,9,Loyal,886.4225,310,0.012903225806451613,4.709677419354839,4174.764032258065
12371,45,2,1887.96,0.4763770454021664,0.5365291541829915,0.781516478451256,3,3,4,10,Loyal,943.98,15,0.13333333333333333,48.666666666666664,45940.36
12372,72,3,1298.04,0.606360912652685,0.6536068218483522,0.6867941922101867,2,3,3,8,Loyal,432.68,225,0.013333333333333334,4.866666666666667,2105.7093333333337
12373,311,1,364.6,0.9495275409080434,0.3440884996542982,0.3122839363908735,1,2,2,5,Others,364.6,1,1.0,365.0,133079.0
12374,25,1,742.9300000000001,0.3376353998617193,0.3440884996542982,0.5323807328877621,3,2,3,8,Others,742.9300000000001,1,1.0,365.0,271169.45
12375,11,2,457.5,0.1836828762387647,0.5365291541829915,0.3805024199124222,4,3,2,9,Others,228.75,88,0.022727272727272728,8.295454545454545,1897.5852272727273
12377,315,2,1628.12,0.9536759622032728,0.5365291541829915,0.745333026042867,1,3,3,7,Loyal,814.06,40,0.05,18.25,14856.595
12378,130,1,4008.62,0.7342705692555889,0.3440884996542982,0.9142659598985942,2,2,4,8,Others,4008.62,1,1.0,365.0,1463146.3
12379,82,2,852.24,0.6464623185065683,0.5365291541829915,0.5722516708919105,2,3,3,8,Loyal,426.12,89,0.02247191011235955,8.202247191011235,3495.1415730337076
12380,22,4,2724.81,0.3012214796035953,0.7430283475455174,0.854805254666974,3,3,4,10,Loyal,681.2025,165,0.024242424242424242,8.848484848484848,6027.61
12381,5,5,1845.31,0.1020972574325881,0.7988015671813782,0.775985250057617,4,4,4,12,Champions,369.062,116,0.04310344827586207,15.732758620689657,5806.363362068966
12383,185,5,1850.56,0.8087116847199816,0.7988015671813782,0.7762157179073519,1,4,4,9,Loyal,370.11199999999997,168,0.02976190476190476,10.863095238095237,4020.561904761904
12384,29,2,585.27,0.3705923023738188,0.5365291541829915,0.4496427748329108,3,3,2,8,Others,292.635,93,0.021505376344086023,7.849462365591399,2297.027419354839
12386,338,2,401.9,0.9723438580318046,0.5365291541829915,0.3431666282553584,1,3,2,6,Others,200.95,30,0.06666666666666667,24.333333333333332,4889.783333333333
12388,16,6,2780.66,0.2313897211339018,0.8384420373357917,0.8584927402627334,4,4,4,12,Champions,463.4433333333333,312,0.019230769230769232,7.01923076923077,3253.0157051282054
12390,80,1,549.84,0.6395482830145195,0.3440884996542982,0.4325881539525236,2,2,2,6,Need Attention,549.84,1,1.0,365.0,200691.6
12391,22,1,460.89,0.3012214796035953,0.3440884996542982,0.3832680341092417,3,2,2,7,Need Attention,460.89,1,1.0,365.0,168224.85
12393,72,4,1582.6,0.606360912652685,0.7430283475455174,0.7377275870016132,2,3,3,8,Loyal,395.65,261,0.01532567049808429,5.593869731800766,2213.214559386973
12394,64,2,1272.48,0.5708688637935008,0.5365291541829915,0.6826457709149574,2,3,3,8,Loyal,636.24,154,0.012987012987012988,4.740259740259741,3015.9428571428575
12395,19,12,3018.63,0.2740262733348698,0.944457248213874,0.872781746946301,3,4,4,11,Loyal,251.5525,352,0.03409090909090909,12.443181818181817,3130.1134943181814
12397,36,2,2409.9,0.42406084351233,0.5365291541829915,0.8315280018437428,3,3,4,10,Loyal,1204.95,100,0.02,7.3,8796.135
12398,46,1,1635.66,0.4823692094952754,0.3440884996542982,0.7462548974418068,3,2,3,8,Others,1635.66,1,1.0,365.0,597015.9
12399,119,4,1108.65,0.7172159483752016,0.7430283475455174,0.6466927863563033,2,3,3,8,Loyal,277.1625,143,0.027972027972027972,10.20979020979021,2829.770979020979
12401,303,1,84.3,0.9414611661673196,0.3440884996542982,0.0248905277713758,1,2,1,4,Others,84.3,1,1.0,365.0,30769.5
12402,323,1,225.6,0.9612814012445264,0.3440884996542982,0.1772297764461857,1,2,1,4,Others,225.6,1,1.0,365.0,82344.0
12403,50,1,427.7,0.4975800875777829,0.3440884996542982,0.3627563954828301,3,2,2,7,Need Attention,427.7,1,1.0,365.0,156110.5
12405,149,1,1710.39,0.7589306291772298,0.3440884996542982,0.7568564185296152,1,2,4,7,Others,1710.39,1,1.0,365.0,624292.3500000001
12406,22,2,3415.3,0.3012214796035953,0.5365291541829915,0.8898363678266882,3,3,4,10,Loyal,1707.65,162,0.012345679012345678,4.506172839506172,7694.966049382716
12407,50,5,1708.12,0.4975800875777829,0.7988015671813782,0.7563954828301452,3,4,4,11,Loyal,341.62399999999997,215,0.023255813953488372,8.488372093023255,2899.8316279069763
12408,33,5,2888.55,0.4086194975800876,0.7988015671813782,0.866328647153722,3,4,4,11,Loyal,577.71,228,0.021929824561403508,8.00438596491228,4624.213815789474
12409,79,3,11072.67,0.63632173311823,0.6536068218483522,0.9797188292233232,2,3,4,9,Loyal,3690.89,104,0.028846153846153848,10.528846153846155,38860.81298076923
12410,309,2,693.3299999999999,0.946300991011754,0.5365291541829915,0.5100253514634708,1,3,3,7,Loyal,346.66499999999996,1,2.0,730.0,253065.44999999998
12412,75,3,1226.88,0.6218022585849274,0.6536068218483522,0.6715833141276792,2,3,3,8,Loyal,408.96000000000004,95,0.031578947368421054,11.526315789473685,4713.802105263158
12413,67,3,758.1,0.5863102097257432,0.6536068218483522,0.5379119612814013,2,3,3,8,Loyal,252.70000000000002,271,0.01107011070110701,4.040590405904059,1021.0571955719557
12414,217,3,562.41,0.8481216870246601,0.6536068218483522,0.4383498501958977,1,3,2,6,Others,187.47,94,0.031914893617021274,11.648936170212766,2183.826063829787
12415,24,21,124914.53,0.3263424752247061,0.9804102327725284,0.9986171929015902,3,4,4,11,Loyal,5948.310952380953,314,0.06687898089171974,24.410828025477706,145203.19570063695
12417,3,9,3649.1,0.0619958515787047,0.9096566029038948,0.8999769532150265,4,4,4,12,Champions,405.4555555555555,355,0.02535211267605634,9.253521126760564,3751.8915492957744
12418,113,1,668.58,0.7084581700852731,0.3440884996542982,0.4982714911269877,2,2,2,6,Need Attention,668.58,1,1.0,365.0,244031.7
12420,64,1,600.39,0.5708688637935008,0.3440884996542982,0.4586310209725743,2,2,2,6,Need Attention,600.39,1,1.0,365.0,219142.35
12421,16,4,807.04,0.2313897211339018,0.7430283475455174,0.557271260659138,4,3,3,10,Loyal,201.76,304,0.013157894736842105,4.802631578947368,968.9789473684209
12422,96,3,803.5600000000001,0.6808020281170777,0.6536068218483522,0.5558884535607282,2,3,3,8,Loyal,267.85333333333335,230,0.013043478260869565,4.760869565217391,1275.2147826086955
12423,1,8,1859.31,0.0216639778750864,0.8939847891219175,0.7775985250057617,4,4,4,12,Champions,232.41375,353,0.0226628895184136,8.271954674220964,1922.5160056657226
12424,163,2,1760.96,0.7785203964047015,0.5365291541829915,0.7621571790735192,1,3,4,8,Loyal,880.48,1,2.0,730.0,642750.4
