CustomerID,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,R_quartile,F_quartile,M_quartile,RFM_Score,Segment
12346,326,1,77183.6,0.963816547591611,0.3440884996542982,0.9976953215026504,1,2,4,7,Others
12349,19,1,1757.55,0.2740262733348698,0.3440884996542982,0.7616962433740493,3,2,4,9,Others
12350,310,1,334.4,0.9476837981101637,0.3440884996542982,0.2832449873242683,1,2,2,5,Others
12353,204,1,89.0,0.8326803410924176,0.3440884996542982,0.026734270569255588,1,2,1,4,Others
12354,232,1,1079.4,0.8619497580087577,0.3440884996542982,0.6404701544134593,1,2,3,6,Others
12355,214,1,459.4,0.8455865406775754,0.3440884996542982,0.3823461627103019,1,2,2,5,Others
12357,33,1,6207.67,0.4086194975800876,0.3440884996542982,0.9534454943535376,3,2,4,9,Others
12361,287,1,189.9,0.9278635630329569,0.3440884996542982,0.13805024199124222,1,2,1,4,Others
12363,110,2,552.0,0.7038488130905739,0.5365291541829915,0.4335100253514635,2,3,2,7,Others
12365,291,2,641.38,0.9329338557271261,0.5365291541829915,0.4828301451947453,1,3,2,6,Others
12367,4,1,168.9,0.08757778289928556,0.3440884996542982,0.11615579626642084,4,2,1,7,Others
12373,311,1,364.6,0.9495275409080434,0.3440884996542982,0.3122839363908735,1,2,2,5,Others
12374,25,1,742.9300000000001,0.3376353998617193,0.3440884996542982,0.5323807328877621,3,2,3,8,Others
12375,11,2,457.5,0.1836828762387647,0.5365291541829915,0.38050241991242223,4,3,2,9,Others
12378,130,1,4008.62,0.7342705692555889,0.3440884996542982,0.9142659598985942,2,2,4,8,Others
12384,29,2,585.27,0.37059230237381885,0.5365291541829915,0.4496427748329108,3,3,2,8,Others
12386,338,2,401.9,0.9723438580318046,0.5365291541829915,0.3431666282553584,1,3,2,6,Others
12398,46,1,1635.66,0.4823692094952754,0.3440884996542982,0.7462548974418068,3,2,3,8,Others
12401,303,1,84.3,0.9414611661673197,0.3440884996542982,0.024890527771375893,1,2,1,4,Others
12402,323,1,225.6,0.9612814012445264,0.3440884996542982,0.17722977644618576,1,2,1,4,Others
12405,149,1,1710.39,0.7589306291772298,0.3440884996542982,0.7568564185296152,1,2,4,7,Others
12414,217,3,562.41,0.8481216870246601,0.6536068218483522,0.4383498501958977,1,3,2,6,Others
12425,78,1,777.2,0.6319428439732657,0.3440884996542982,0.545056464623185,2,2,3,7,Others
12426,195,1,582.73,0.8211569486056695,0.3440884996542982,0.4480294998847661,1,2,2,5,Others
12441,367,1,173.55,0.988476607513252,0.3440884996542982,0.12076515326112007,1,2,1,4,Others
12442,3,1,172.06,0.06199585157870477,0.3440884996542982,0.11915187831297534,4,2,1,7,Others
12446,58,1,1002.31,0.5383728969808712,0.3440884996542982,0.6162710301912883,2,2,3,7,Others
12447,243,1,476.49,0.8778520396404702,0.3440884996542982,0.3917953445494354,1,2,2,5,Others
12450,156,2,197.88,0.7679188753168933,0.5365291541829915,0.14772989168011064,1,3,1,5,Others
12452,17,2,430.57,0.24590919566720443,0.5365291541829915,0.36598294537911963,4,3,2,9,Others
12453,134,1,707.09,0.7409541368979028,0.3440884996542982,0.5178612583544595,2,2,3,7,Others
12454,56,1,3528.34,0.526849504494123,0.3440884996542982,0.8939847891219175,2,2,4,8,Others
12475,54,1,723.38,0.5229315510486288,0.3440884996542982,0.5250057616962434,2,2,3,7,Others
12478,4,1,680.99,0.08757778289928556,0.3440884996542982,0.5042636552200968,4,2,3,9,Others
12479,11,1,527.2,0.1836828762387647,0.3440884996542982,0.42037335791657066,4,2,2,8,Others
12489,336,1,334.93,0.9707305830836598,0.3440884996542982,0.28393639087347317,1,2,2,5,Others
12492,63,2,263.21000000000004,0.5607282784051625,0.5365291541829915,0.21064761465775525,2,3,1,6,Others
12493,166,2,433.74,0.7824383498501959,0.5365291541829915,0.36759622032726436,1,3,2,6,Others
12497,82,1,1043.1,0.6464623185065683,0.3440884996542982,0.6284858262272413,2,2,3,7,Others
12498,21,3,403.7000000000001,0.2867020050702927,0.6536068218483522,0.34385803180456326,3,3,2,8,Others
12501,337,1,2169.39,0.9716524544825996,0.3440884996542982,0.8114772989168011,1,2,4,7,Others
12504,18,2,482.05,0.2595067988015672,0.5365291541829915,0.39433049089651995,3,3,2,8,Others
12506,233,1,73.5,0.8631020972574326,0.3440884996542982,0.017976492279327034,1,2,1,4,Others
12508,26,2,398.27,0.3482369209495275,0.5365291541829915,0.3406314819082738,3,3,2,8,Others
12509,284,1,176.5,0.9267112237842821,0.3440884996542982,0.12399170315740954,1,2,1,4,Others
12512,66,2,138.03,0.5823922562802489,0.5365291541829915,0.07928094030882692,2,3,1,6,Others
12514,267,1,1017.68,0.9075823922562802,0.3440884996542982,0.6206499193362526,1,2,3,6,Others
12515,353,1,383.7,0.9739571329799493,0.3440884996542982,0.3279557501728509,1,2,2,5,Others
12521,143,1,599.68,0.7520165936851809,0.3440884996542982,0.45770914957363446,1,2,2,5,Others
12522,39,2,192.72,0.44249827149112697,0.5365291541829915,0.14081585618806178,3,3,1,7,Others
12527,82,3,348.71000000000004,0.6464623185065683,0.6536068218483522,0.2959207190596912,2,3,2,7,Others
12531,15,1,125.22,0.2171007144503342,0.3440884996542982,0.06614427287393408,4,2,1,7,Others
12534,131,1,1089.18,0.7356533763539986,0.3440884996542982,0.642313897211339,2,2,3,7,Others
12547,198,2,207.8,0.8257663056003688,0.5365291541829915,0.15902281631712376,1,3,1,5,Others
12548,166,1,95.2,0.7824383498501959,0.3440884996542982,0.0327264346623646,1,2,1,4,Others
12550,79,1,964.83,0.63632173311823,0.3440884996542982,0.60566950910348,2,2,3,7,Others
12551,358,1,168.0,0.9771836828762388,0.3440884996542982,0.11408158561880617,1,2,1,4,Others
12552,39,2,437.82,0.44249827149112697,0.5365291541829915,0.369670430974879,3,3,2,8,Others
12556,50,2,603.71,0.4975800875777829,0.5365291541829915,0.46047476377045404,3,3,2,8,Others
12558,8,1,269.96,0.13436275639548284,0.3440884996542982,0.2150265038027195,4,2,1,7,Others
12559,311,2,561.71,0.9495275409080434,0.5365291541829915,0.4381193823461627,1,3,2,6,Others
12561,303,1,238.85,0.9414611661673197,0.3440884996542982,0.1892141046324038,1,2,1,4,Others
12564,261,1,456.9,0.896980871168472,0.3440884996542982,0.3800414842129523,1,2,2,5,Others
12565,289,1,145.92,0.9308596450795114,0.3440884996542982,0.08688637935008066,1,2,1,4,Others
12571,40,2,519.61,0.4498732426826458,0.5365291541829915,0.4166858723208112,3,3,2,8,Others
12573,227,1,160.54000000000002,0.8596450795114081,0.3440884996542982,0.1048628716294077,1,2,1,4,Others
12574,316,1,218.45,0.9543673657524775,0.3440884996542982,0.1703157409541369,1,2,1,4,Others
12577,35,3,657.8,0.4157640009218714,0.6536068218483522,0.49135745563493893,3,3,2,8,Others
12580,247,1,415.7,0.8826918644849043,0.3440884996542982,0.3533072136436967,1,2,2,5,Others
12582,239,2,511.36,0.872320811246831,0.5365291541829915,0.4127679188753169,1,3,2,6,Others
12586,17,1,196.94000000000003,0.24590919566720443,0.3440884996542982,0.14588614888223092,4,2,1,7,Others
12587,8,1,144.0,0.13436275639548284,0.3440884996542982,0.08481216870246601,4,2,1,7,Others
12589,29,2,646.68,0.37059230237381885,0.5365291541829915,0.48559575939156485,3,3,2,8,Others
12591,317,1,452.85,0.9552892371514173,0.3440884996542982,0.3772758700161328,1,2,2,5,Others
12592,92,2,437.6,0.6699700391795345,0.5365291541829915,0.3692094952754091,2,3,2,7,Others
12593,109,3,418.1,0.7024660059921641,0.6536068218483522,0.3569946992394561,2,3,2,7,Others
12596,51,2,618.27,0.5044941230698318,0.5365291541829915,0.4694630099101175,2,3,2,7,Others
12601,190,5,577.0600000000001,0.8160866559115003,0.7988015671813782,0.44595528923715144,1,4,2,7,Others
12603,22,1,739.1999999999999,0.3012214796035953,0.3440884996542982,0.5307674579396174,3,2,3,8,Others
12604,79,2,254.18,0.63632173311823,0.5365291541829915,0.20442498271491127,2,3,1,6,Others
12607,60,1,1579.51,0.5524314358147039,0.3440884996542982,0.7372666513021433,2,2,3,7,Others
12611,52,1,1193.32,0.5120995621110855,0.3440884996542982,0.6648997464853653,2,2,3,7,Others
12612,74,1,704.0400000000001,0.6165014980410233,0.3440884996542982,0.5157870477068449,2,2,3,7,Others
12614,278,1,315.6,0.9193362525927633,0.3440884996542982,0.2625028808481217,1,2,2,5,Others
12622,232,1,180.1,0.8619497580087577,0.3440884996542982,0.12883152800184375,1,2,1,4,Others
12623,276,1,305.1,0.9165706383959438,0.3440884996542982,0.2461396635169394,1,2,1,4,Others
12624,106,2,641.13,0.6941691634017054,0.5365291541829915,0.48259967734501036,2,3,2,7,Others
12639,239,1,486.1,0.872320811246831,0.3440884996542982,0.39732657294307444,1,2,2,5,Others
12648,155,1,318.05,0.7665360682184835,0.3440884996542982,0.2659598985941461,1,2,2,5,Others
12649,107,3,623.51,0.6983175846969347,0.6536068218483522,0.47384189905508184,2,3,2,7,Others
12650,3,1,314.44,0.06199585157870477,0.3440884996542982,0.2613505415994469,4,2,2,8,Others
12651,335,1,114.0,0.970039179534455,0.3440884996542982,0.053468541138511176,1,2,1,4,Others
12652,331,1,919.98,0.9668126296381655,0.3440884996542982,0.5934547130675271,1,2,3,6,Others
12654,11,5,601.98,0.1836828762387647,0.7988015671813782,0.45932242452177924,4,4,2,10,Others
12658,19,1,686.05,0.2740262733348698,0.3440884996542982,0.5067988015671814,3,2,3,8,Others
12660,11,1,245.1,0.1836828762387647,0.3440884996542982,0.19543673657524777,4,2,1,7,Others
12665,325,1,63.0,0.9622032726434663,0.3440884996542982,0.01405853883383268,1,2,1,4,Others
12672,330,1,225.9,0.9651993546900207,0.3440884996542982,0.1781516478451256,1,2,1,4,Others
12673,5,2,610.52,0.10209725743258816,0.5365291541829915,0.46508412076515326,4,3,2,9,Others
12686,372,1,89.14,0.994007835906891,0.3440884996542982,0.027195206268725514,1,2,1,4,Others
12688,114,1,4873.81,0.7105323807328877,0.3440884996542982,0.9345471306752708,2,2,4,8,Others
12690,206,1,389.01,0.8354459552892372,0.3440884996542982,0.3337174464162249,1,2,2,5,Others
12695,7,4,582.1,0.11684719981562572,0.7430283475455174,0.4473380963355612,4,3,2,9,Others
12707,292,1,603.42,0.933394791426596,0.3440884996542982,0.4602442959207191,1,2,2,5,Others
12713,1,1,848.55,0.021663977875086424,0.3440884996542982,0.5715602673427057,4,2,3,9,Others
12719,5,2,644.95,0.10209725743258816,0.5365291541829915,0.484673887992625,4,3,2,9,Others
12725,371,1,427.8,0.9910117538603365,0.3440884996542982,0.3629868633325651,1,2,2,5,Others
12732,180,1,236.26,0.8017976492279327,0.3440884996542982,0.18760082968425904,1,2,1,4,Others
12733,234,1,383.95,0.8649458400553123,0.3440884996542982,0.32818621802258585,1,2,2,5,Others
12734,353,1,110.4,0.9739571329799493,0.3440884996542982,0.04678497349619728,1,2,1,4,Others
12736,333,1,234.0,0.9684259045863102,0.3440884996542982,0.1859875547361143,1,2,1,4,Others
12738,372,1,155.35,0.994007835906891,0.3440884996542982,0.09840977183682877,1,2,1,4,Others
12743,134,2,546.43,0.7409541368979028,0.5365291541829915,0.43051394330490894,2,3,2,7,Others
12752,81,1,4366.78,0.6425443650610739,0.3440884996542982,0.9241760774371975,2,2,4,8,Others
12763,138,2,494.08,0.7462548974418068,0.5365291541829915,0.40193592993777366,2,3,2,7,Others
